Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State
39,Diploma,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0604,47.06,Tennessee
16,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",48,48.0508,48.05,Tennessee
5,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",51,51.0601,51.06,Tennessee
18,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",12,12.0409,12.04,Tennessee
1,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0604,47.06,Tennessee
3,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",19,19.0709,19.07,Tennessee
9,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",46,46.0415,46.04,Tennessee
1,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",52,52.0402,52.04,Tennessee
13,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",12,12.0401,12.04,Tennessee
3,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0201,47.02,Tennessee
6,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0605,47.06,Tennessee
7,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",46,46.0415,46.04,Tennessee
7,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",52,52.0402,52.04,Tennessee
4,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",19,19.0709,19.07,Tennessee
9,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0201,47.02,Tennessee
6,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",48,48.0508,48.05,Tennessee
6,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",12,12.0401,12.04,Tennessee
2,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0605,47.06,Tennessee
2,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.0603,51.06,Tennessee
2,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",48,48.0501,48.05,Tennessee
39,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",12,12.0409,12.04,Tennessee
4,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0604,47.06,Tennessee
16,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",46,46.0415,46.04,Tennessee
19,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",51,51.0601,51.06,Tennessee
14,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",48,48.0501,48.05,Tennessee
33,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",12,12.0401,12.04,Tennessee
2,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0605,47.06,Tennessee
17,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",48,48.0508,48.05,Tennessee
15,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",51,51.0603,51.06,Tennessee
42,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0201,47.02,Tennessee
6,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",52,52.0402,52.04,Tennessee
13,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0604,47.06,Tennessee
6,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",19,19.0709,19.07,Tennessee
17,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",47,47.0603,47.06,Tennessee
9,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0603,47.06,Tennessee
11,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",46,46.0415,46.04,Tennessee
1,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",15,15.0613,15.06,Tennessee
13,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",19,19.0709,19.07,Tennessee
3,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",52,52.0402,52.04,Tennessee
40,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",12,12.0401,12.04,Tennessee
38,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0201,47.02,Tennessee
11,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",48,48.0501,48.05,Tennessee
3,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",47,47.0604,47.06,Tennessee
23,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.0601,51.06,Tennessee
26,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",48,48.0508,48.05,Tennessee
9,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.0603,51.06,Tennessee
21,Diploma,2021-22,Nashville,Nashville Technology Center- Extension Campus,"Davidson County, TN",47,47.0607,47.06,Tennessee
28,Diploma,2019-20,Nashville,Nashville Technology Center- Extension Campus,"Davidson County, TN",47,47.0607,47.06,Tennessee
2,Certificate,2021-22,Nashville,Portland High School,"Sumner County, TN",48,48.0508,48.05,Tennessee
1,Diploma,2021-22,Nashville,Portland High School,"Sumner County, TN",12,12.0401,12.04,Tennessee
1,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee
11,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee
1,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",46,46.0415,46.04,Tennessee
7,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",12,12.0401,12.04,Tennessee
1,Certificate,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",15,15.0613,15.06,Tennessee
4,Certificate,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee
1,Certificate,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee
9,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee
1,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",46,46.0415,46.04,Tennessee
3,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee
22,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",12,12.0401,12.04,Tennessee
1,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",52,52.0402,52.04,Tennessee
7,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",15,15.0613,15.06,Tennessee
2,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",15,15.0613,15.06,Tennessee
8,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",52,52.0402,52.04,Tennessee
19,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0508,48.05,Tennessee
1,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",46,46.0415,46.04,Tennessee
7,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",48,48.0501,48.05,Tennessee
4,Certificate,2019-20,Nashville,TTCN Extension Campus at Springfield,"Robertson County, TN",12,12.0401,12.04,Tennessee
16,Diploma,2019-20,Nashville,TTCN Extension Campus at Springfield,"Robertson County, TN",12,12.0401,12.04,Tennessee
8,Certificate,2019-20,Newbern,Dyersburg High School,"Dyer County, TN",48,48.0508,48.05,Tennessee
6,Diploma,2019-20,Newbern,Dyersburg High School,"Dyer County, TN",48,48.0508,48.05,Tennessee
4,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",12,12.0401,12.04,Tennessee
6,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0605,47.06,Tennessee
5,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0303,47.03,Tennessee
31,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",49,49.0205,49.02,Tennessee
6,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0508,48.05,Tennessee
9,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0201,47.02,Tennessee
2,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee
5,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0604,47.06,Tennessee
9,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0604,47.06,Tennessee
4,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee
4,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0201,47.02,Tennessee
5,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0303,47.03,Tennessee
5,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",12,12.0401,12.04,Tennessee
19,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0303,47.03,Tennessee
16,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",12,12.0401,12.04,Tennessee
10,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0201,47.02,Tennessee
12,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0605,47.06,Tennessee
7,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0508,48.05,Tennessee
5,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee
9,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",47,47.0604,47.06,Tennessee
5,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0101,47.01,Tennessee
8,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",48,48.0501,48.05,Tennessee
5,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0201,47.02,Tennessee
8,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0604,47.06,Tennessee
14,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",47,47.0303,47.03,Tennessee
16,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",12,12.0401,12.04,Tennessee
5,Certificate,2021-22,Newbern,TCAT Newbern - Bells Campus,"Crockett County, TN",15,15.0406,15.04,Tennessee
7,Certificate,2019-20,Newbern,TCAT Newbern - Bells Campus,"Crockett County, TN",15,15.0406,15.04,Tennessee
4,Diploma,2021-22,Newbern,TCAT Newbern - Bells Campus,"Crockett County, TN",15,15.0406,15.04,Tennessee
6,Diploma,2019-20,Newbern,TCAT Newbern - Bells Campus,"Crockett County, TN",15,15.0406,15.04,Tennessee
24,Certificate,2019-20,Newbern,TCAT Newbern - Transportation Campus,"Dyer County, TN",49,49.0205,49.02,Tennessee
12,Certificate,2019-20,Newbern,TCAT Newbern - Transportation Campus,"Dyer County, TN",47,47.0605,47.06,Tennessee
11,Diploma,2019-20,Newbern,TCAT Newbern - Transportation Campus,"Dyer County, TN",47,47.0605,47.06,Tennessee
4,Certificate,2021-22,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",47,47.0303,47.03,Tennessee
4,Certificate,2021-22,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",48,48.0508,48.05,Tennessee
9,Certificate,2019-20,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",47,47.0303,47.03,Tennessee
12,Certificate,2019-20,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",48,48.0508,48.05,Tennessee
1,Diploma,2021-22,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",48,48.0508,48.05,Tennessee
3,Diploma,2021-22,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",47,47.0303,47.03,Tennessee
5,Diploma,2019-20,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",48,48.0508,48.05,Tennessee
9,Diploma,2019-20,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",47,47.0303,47.03,Tennessee
5,Certificate,2021-22,Oneida,Main Campus,"Scott County, TN",12,12.0401,12.04,Tennessee
3,Certificate,2021-22,Oneida,Main Campus,"Scott County, TN",52,52.0402,52.04,Tennessee
8,Certificate,2021-22,Oneida,Main Campus,"Scott County, TN",48,48.0508,48.05,Tennessee
2,Certificate,2021-22,Oneida,Main Campus,"Scott County, TN",48,48.0501,48.05,Tennessee
1,Certificate,2019-20,Oneida,Main Campus,"Scott County, TN",47,47.0604,47.06,Tennessee
2,Certificate,2019-20,Oneida,Main Campus,"Scott County, TN",48,48.0501,48.05,Tennessee
13,Certificate,2019-20,Oneida,Main Campus,"Scott County, TN",52,52.0402,52.04,Tennessee
4,Certificate,2019-20,Oneida,Main Campus,"Scott County, TN",48,48.0508,48.05,Tennessee
2,Certificate,2019-20,Oneida,Main Campus,"Scott County, TN",12,12.0401,12.04,Tennessee
12,Diploma,2021-22,Oneida,Main Campus,"Scott County, TN",12,12.0401,12.04,Tennessee
3,Diploma,2021-22,Oneida,Main Campus,"Scott County, TN",48,48.0508,48.05,Tennessee
4,Diploma,2021-22,Oneida,Main Campus,"Scott County, TN",52,52.0402,52.04,Tennessee
2,Diploma,2021-22,Oneida,Main Campus,"Scott County, TN",48,48.0501,48.05,Tennessee
1,Diploma,2021-22,Oneida,Main Campus,"Scott County, TN",47,47.0604,47.06,Tennessee
3,Diploma,2019-20,Oneida,Main Campus,"Scott County, TN",48,48.0501,48.05,Tennessee
5,Diploma,2019-20,Oneida,Main Campus,"Scott County, TN",47,47.0604,47.06,Tennessee
2,Diploma,2019-20,Oneida,Main Campus,"Scott County, TN",48,48.0508,48.05,Tennessee
1,Diploma,2019-20,Oneida,Main Campus,"Scott County, TN",12,12.0401,12.04,Tennessee
2,Diploma,2019-20,Oneida,Main Campus,"Scott County, TN",52,52.0402,52.04,Tennessee
1,Diploma,2021-22,Oneida,Morgan County Career and Technical Center,"Morgan County, TN",48,48.0508,48.05,Tennessee
37,Certificate,2021-22,Oneida,Oneida Campus,"Scott County, TN",46,46.0301,46.03,Tennessee
2,Certificate,2021-22,Oneida,Oneida Campus,"Scott County, TN",46,46.0415,46.04,Tennessee
2,Certificate,2021-22,Oneida,Oneida Campus,"Scott County, TN",47,47.0605,47.06,Tennessee
2,Certificate,2021-22,Oneida,Oneida Campus,"Scott County, TN",47,47.0603,47.06,Tennessee
5,Diploma,2021-22,Oneida,Oneida Campus,"Scott County, TN",47,47.0605,47.06,Tennessee
5,Diploma,2021-22,Oneida,Oneida Campus,"Scott County, TN",51,51.0805,51.08,Tennessee
3,Diploma,2021-22,Oneida,Oneida Campus,"Scott County, TN",46,46.0415,46.04,Tennessee
2,Diploma,2021-22,Oneida,Oneida Campus,"Scott County, TN",47,47.0303,47.03,Tennessee
4,Diploma,2021-22,Oneida,Oneida Campus,"Scott County, TN",47,47.0603,47.06,Tennessee
12,Diploma,2019-20,Oneida,Oneida Campus,"Scott County, TN",51,51.0805,51.08,Tennessee
6,Diploma,2019-20,Oneida,Oneida Campus,"Scott County, TN",51,51.0904,51.09,Tennessee
33,Diploma,2019-20,Oneida,Oneida Campus,"Scott County, TN",46,46.0301,46.03,Tennessee
2,Diploma,2019-20,Oneida,Oneida Campus,"Scott County, TN",47,47.0603,47.06,Tennessee
1,Certificate,2021-22,Oneida,York Institute,"Fentress County, TN",51,51.0904,51.09,Tennessee
1,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",47,47.0603,47.06,Tennessee
2,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",47,47.0303,47.03,Tennessee
1,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",47,47.0611,47.06,Tennessee
1,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",12,12.0401,12.04,Tennessee
7,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",48,48.0508,48.05,Tennessee
1,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",46,46.0401,46.04,Tennessee
4,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",11,11.0901,11.09,Tennessee
1,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",51,51.0707,51.07,Tennessee
11,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",11,11.0901,11.09,Tennessee
3,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",46,46.0401,46.04,Tennessee
2,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",48,48.0501,48.05,Tennessee
4,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",51,51.0707,51.07,Tennessee
3,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",12,12.0401,12.04,Tennessee
1,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",48,48.0508,48.05,Tennessee
8,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",47,47.0303,47.03,Tennessee
3,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",52,52.0402,52.04,Tennessee
17,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",12,12.0401,12.04,Tennessee
8,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",46,46.0401,46.04,Tennessee
12,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",47,47.0303,47.03,Tennessee
6,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",47,47.0611,47.06,Tennessee
4,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",52,52.0402,52.04,Tennessee
5,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",47,47.0603,47.06,Tennessee
5,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",51,51.0707,51.07,Tennessee
4,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",48,48.0501,48.05,Tennessee
10,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",48,48.0508,48.05,Tennessee
4,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",11,11.0901,11.09,Tennessee
15,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",48,48.0508,48.05,Tennessee
2,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",11,11.0901,11.09,Tennessee
11,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",46,46.0401,46.04,Tennessee
4,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",48,48.0501,48.05,Tennessee
2,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",51,51.0707,51.07,Tennessee
8,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",47,47.0303,47.03,Tennessee
4,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",47,47.0611,47.06,Tennessee
3,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",52,52.0402,52.04,Tennessee
22,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",12,12.0401,12.04,Tennessee
4,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",47,47.0603,47.06,Tennessee
3,Certificate,2021-22,Pulaski,Main Campus,"Giles County, TN",47,47.0303,47.03,Tennessee
1,Certificate,2021-22,Pulaski,Main Campus,"Giles County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2021-22,Pulaski,Main Campus,"Giles County, TN",46,46.0415,46.04,Tennessee
3,Certificate,2021-22,Pulaski,Main Campus,"Giles County, TN",48,48.0508,48.05,Tennessee
6,Certificate,2021-22,Pulaski,Main Campus,"Giles County, TN",11,11.0901,11.09,Tennessee
9,Certificate,2021-22,Pulaski,Main Campus,"Giles County, TN",47,47.0201,47.02,Tennessee
1,Certificate,2021-22,Pulaski,Main Campus,"Giles County, TN",15,15.0613,15.06,Tennessee
13,Certificate,2019-20,Pulaski,Main Campus,"Giles County, TN",47,47.0201,47.02,Tennessee
2,Certificate,2019-20,Pulaski,Main Campus,"Giles County, TN",51,51.0801,51.08,Tennessee
1,Certificate,2019-20,Pulaski,Main Campus,"Giles County, TN",15,15.0613,15.06,Tennessee
5,Certificate,2019-20,Pulaski,Main Campus,"Giles County, TN",11,11.0901,11.09,Tennessee
1,Certificate,2019-20,Pulaski,Main Campus,"Giles County, TN",46,46.0415,46.04,Tennessee
4,Certificate,2019-20,Pulaski,Main Campus,"Giles County, TN",48,48.0508,48.05,Tennessee
14,Certificate,2019-20,Pulaski,Main Campus,"Giles County, TN",47,47.0303,47.03,Tennessee
17,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",48,48.0508,48.05,Tennessee
19,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",47,47.0201,47.02,Tennessee
7,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",11,11.0901,11.09,Tennessee
14,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",47,47.0303,47.03,Tennessee
7,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",46,46.0415,46.04,Tennessee
7,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",52,52.0402,52.04,Tennessee
1,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",15,15.0613,15.06,Tennessee
8,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",51,51.0801,51.08,Tennessee
11,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",46,46.0302,46.03,Tennessee
8,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",51,51.0805,51.08,Tennessee
7,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",47,47.0201,47.02,Tennessee
4,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",51,51.0805,51.08,Tennessee
10,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",51,51.0801,51.08,Tennessee
5,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",46,46.0302,46.03,Tennessee
10,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",46,46.0415,46.04,Tennessee
9,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",48,48.0508,48.05,Tennessee
10,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",11,11.0901,11.09,Tennessee
12,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",47,47.0303,47.03,Tennessee
12,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",52,52.0402,52.04,Tennessee
1,Diploma,2019-20,Pulaski,North Lawrence Instructional Service Center,"Lawrence County, TN",46,46.0415,46.04,Tennessee
1,Certificate,2021-22,Pulaski,Northfield Instructional Service Center,"Lawrence County, TN",48,48.051,48.05,Tennessee
1,Diploma,2021-22,Pulaski,Northfield Instructional Service Center,"Lawrence County, TN",48,48.051,48.05,Tennessee
6,Diploma,2019-20,Pulaski,Northfield Instructional Service Center,"Lawrence County, TN",48,48.0501,48.05,Tennessee
5,Certificate,2019-20,Pulaski,South Lawrence Instructional Service Center,"Lawrence County, TN",48,48.0508,48.05,Tennessee
5,Certificate,2019-20,Ripley,Crockett County Higher Education Center,"Crockett County, TN",51,51.0801,51.08,Tennessee
12,Diploma,2021-22,Ripley,Crockett County Higher Education Center,"Crockett County, TN",51,51.0801,51.08,Tennessee
5,Diploma,2019-20,Ripley,Crockett County Higher Education Center,"Crockett County, TN",51,51.0801,51.08,Tennessee
2,Certificate,2021-22,Ripley,Main Campus,"Lauderdale County, TN",51,51.0707,51.07,Tennessee
3,Certificate,2021-22,Ripley,Main Campus,"Lauderdale County, TN",15,15.0613,15.06,Tennessee
2,Certificate,2021-22,Ripley,Main Campus,"Lauderdale County, TN",12,12.0401,12.04,Tennessee
2,Certificate,2019-20,Ripley,Main Campus,"Lauderdale County, TN",12,12.0401,12.04,Tennessee
5,Certificate,2019-20,Ripley,Main Campus,"Lauderdale County, TN",46,46.0302,46.03,Tennessee
9,Certificate,2019-20,Ripley,Main Campus,"Lauderdale County, TN",51,51.0904,51.09,Tennessee
9,Certificate,2019-20,Ripley,Main Campus,"Lauderdale County, TN",15,15.0613,15.06,Tennessee
3,Diploma,2021-22,Ripley,Main Campus,"Lauderdale County, TN",51,51.0707,51.07,Tennessee
3,Diploma,2021-22,Ripley,Main Campus,"Lauderdale County, TN",15,15.0613,15.06,Tennessee
2,Diploma,2021-22,Ripley,Main Campus,"Lauderdale County, TN",12,12.0402,12.04,Tennessee
11,Diploma,2021-22,Ripley,Main Campus,"Lauderdale County, TN",46,46.0302,46.03,Tennessee
9,Diploma,2021-22,Ripley,Main Campus,"Lauderdale County, TN",12,12.0401,12.04,Tennessee
10,Diploma,2019-20,Ripley,Main Campus,"Lauderdale County, TN",12,12.0401,12.04,Tennessee
6,Diploma,2019-20,Ripley,Main Campus,"Lauderdale County, TN",51,51.0707,51.07,Tennessee
3,Diploma,2019-20,Ripley,Main Campus,"Lauderdale County, TN",46,46.0302,46.03,Tennessee
2,Certificate,2019-20,Shelbyville,Adult Education Center,"Bedford County, TN",47,47.0303,47.03,Tennessee
9,Diploma,2019-20,Shelbyville,Adult Education Center,"Bedford County, TN",47,47.0303,47.03,Tennessee
11,Certificate,2019-20,Shelbyville,Don Sundquist Center of Advanced Technologies,"Bedford County, TN",47,47.0303,47.03,Tennessee
11,Diploma,2019-20,Shelbyville,Don Sundquist Center of Advanced Technologies,"Bedford County, TN",47,47.0303,47.03,Tennessee
2,Diploma,2019-20,Shelbyville,Franklin County Business Center,"Franklin County, TN",47,47.0303,47.03,Tennessee
7,Certificate,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",47,47.0303,47.03,Tennessee
3,Certificate,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",48,48.0501,48.05,Tennessee
3,Diploma,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",48,48.0508,48.05,Tennessee
17,Diploma,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",47,47.0303,47.03,Tennessee
7,Diploma,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",48,48.0501,48.05,Tennessee
6,Diploma,2019-20,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",47,47.0303,47.03,Tennessee
13,Certificate,2021-22,Shelbyville,Lincoln Central Academy,"Lincoln County, TN",47,47.0303,47.03,Tennessee
7,Diploma,2021-22,Shelbyville,Lincoln Central Academy,"Lincoln County, TN",47,47.0303,47.03,Tennessee
5,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",46,46.0302,46.03,Tennessee
3,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",48,48.0508,48.05,Tennessee
8,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",47,47.0303,47.03,Tennessee
1,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",52,52.0402,52.04,Tennessee
15,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",49,49.0205,49.02,Tennessee
2,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",47,47.0604,47.06,Tennessee
3,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",48,48.0501,48.05,Tennessee
5,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",47,47.0201,47.02,Tennessee
3,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",47,47.0604,47.06,Tennessee
1,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",48,48.0501,48.05,Tennessee
6,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",52,52.0402,52.04,Tennessee
1,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",46,46.0302,46.03,Tennessee
5,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",47,47.0303,47.03,Tennessee
17,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",49,49.0205,49.02,Tennessee
15,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",46,46.0302,46.03,Tennessee
6,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",48,48.0508,48.05,Tennessee
